Medicine Name,Active Ingredient,Alternatives,Pharmacology,Image_URL
Amigrawest,zolmitriptan,NO-MIGRAIN Z 2.5mg 2 F.C.tab; AMIGRAWEST 2.5mg 4 F.C. Tab.; NO-MIGRAIN Z 5mg 2 F.C.tab; ZOMIG 2.5mg f.c. 3tab.; ANTIMIGROZAN 2.5mg 6Dis.tabs.; SOLPADOL 2.5mg 6 ORO-DISPERSIBLE TABLETS; ANTIMIGROZAN 5mg 6Dis.tabs.; SOLPADOL 5mg 6 ORO-DISPERSIBLE TABLETS,"About ZOLMITRIPTAN; Selective serotonin (5HT1) agonists, Anti migraine; Mechanism of Action of ZOLMITRIPTAN; Zolmitriptan is a selective agonist for serotonin (5HT1 receptors). It relieves migraine by selective constriction of intracranial blood vessels, neuropeptide release inhibition and decreased transmission in the trigeminal pain pathway; Indications for ZOLMITRIPTAN; Acute Migraine Attack; Interactions for ZOLMITRIPTAN; Increased risk of serotonin syndrome with SSRI, selective serotonin- and norepinephrine-reuptake inhibitors (SNRI); Increased zolmitriptan concentrations with cimetidine, quinolone antibacterials and drugs that inhibit the cytochrome P450 isoenzyme CYP1A2",https://cdn.chefaa.com/filters:format(webp)/public/uploads/products/amigrawest-25mg-4tabs-qfxf-1641156776.png
Galvus Met,metformin hydrochloride,SUGARLO PLUS 50/850mg 10 F.C. TABS.; DIBAVALLY PLUS 50/1000 mg 14 TABS.; ICANDRA PLUS 50/1000MG 30 F.C. TABS.; GLIPTUS PLUS 50/1000mg 30 TABLETS; GLIPTUS PLUS 50/850mg 30 TABLETS; VILDAGLUSE PLUS 50/1000 mg 30 TABS.; VILGAT PLUS 50/500 mg 30 TABS.; GALVUS MET 50/1000mg 30 F.C. tabs.; GALVUS MET 50/500mg 30 F.C. tabs.; GALVUS MET 50/850mg 30 F.C. tabs.,2094,https://cdn.chefaa.com/filters:format(webp)/public/uploads/products/galvus-met-diabetics-50mg500mg-30tab-bwmi-01670235504.png
Alergoliber,rupatadine,RUPATOCLEAR 10 MG 10 TABS.; DARUPAX 10 MG 10 F.C. TABS.; ALERGOLIBER 10 MG 10 F.C. TABS.; ELIRUPALIN 10 MG 10 F.C. TABS.; HEALTHTADINE 10 MG 10 TABS.; HISATRUP 10 MG 30 F.C. TABS.,Rupatadine fumarate has been approved for the treatment of allergic rhinitis and chronic urticaria in adults and children over 12 years. The defined daily dose (DDD) is 10 mg orally.,https://cdn.chefaa.com/filters:format(webp)/public/uploads/products/alergoliber-10-mg-10-tab-lrsw-01667856840.png
Gaptin,gabapentin,GABA 100mg 10 Caps.; PENTALIPSY 100mg 10 Caps.; EZAPENTIN 300mg 10 Caps.; PENTALIPSY 300mg 10 Caps.; LEPTICURE 100 mg 20 Caps.; PENTALIPSY 400mg 10 Caps.; SHALGATEN 100mg 20 Caps.; LEPTICURE 300 MG 10 CAPS.; ADAPTAN 300 MG 10 SOFT GELATIN CAP.; STABLENTIN 6mg/120ml SYRUP; VEGAPANTIN 5gm/100ml syp. 120 ML; EPICOPENTIN 600mg 10 f.c.tab.; CONVENTIN 100MG 30 CAP.; EPICOPENTIN 800mg 10 f.c.tab.; NEUROGLOPENTIN 100MG 30 HARD GELATIN CAPSULE; GABAPENTIN 800mg 10f.c.tab.; VEGAPANTIN 600mg 10 F.C.tab.; ADAPTAN 400 mg 10 soft gelatin Caps.; GABAPENTIN 600mg 10 F.C. TABS.; LEPTICURE 400 MG 10 CAPS.; RAMSOOM 600mg 10 F.C. TAB.; STABLENTIN 600mg 10 F.C. tabs.; GABAPENTIN 300mg 20 F.C. TAB.; SHALGATEN 300mg 20 Caps.; STABLENTIN 800mg 10 F.C. tabs.; ADAPTAN 250mg/5ml oral solution; GABIMASH 300mg 30 tab.; SHALGATEN 400mg 20 Caps.; GAPTIN 100MG 30 CAPS.; GAPTIN 250mg/5ml oral solution; GABALEPSY 300MG 20 CAPS.; NEUROGLOPENTIN 300MG 30 HARD GELATIN CAPSULE; CONVENTIN 300MG 30 CAPS.; OCTOCONVAL 800 MG 20 SCORED F.C. TABS.; GABIMASH 800mg 20 tab.; NEURONTIN 300MG 20 CAPS.; GAPTIN 300MG 30 CAPS.; NEUROGLOPENTIN 400MG 30 CAPS.; CONVENTIN 400MG 30 CAPS.; GAPTIN 400MG 30 CAPS.,"About Gabapentin; A GABA analogue, Anticonvulsant, Mood stabilizer.; ; Mechanism of Action of Gabapentin; Gabapentin is a GABA derivative and it bounds to lipophilic molecule. The mechanism of action of Gabapentin is not exactly known. It crosses blood brain barrier and enhances release of GABA.; ; Indications for Gabapentin; 1.Antiepileptic(Treatment of partial seizure); 2.Treatment of neuropathic pain; ; Typical Dosage for Gabapentin; Adult: Initial dose: 300 mg / day increase the dose by 300 mg/day for next 2 days (up to 900 mg / day in 3 divided doses). Thereafter increase the dose until sufficient therapeutic response is obtained.; Maintenance dose: 900-1800mg /day in 3 divided doses; Maximum dose: 3.6 g /day; Children above 12 years: 10mg / kg / day in 3 divided doses, then gradually increase the dose until sufficient therapeutic response is obtained.",https://cdn.chefaa.com/filters:format(webp)/public/uploads/products/gaptin-300-mg-30-cap-f030-01674399574.png
Piascledine,avocado oil,AVOCAPI 10CAPS.; AVOSCALDINE 300mg 20 soft gelatin Caps.; ASUTEC 300MG 20 CAPS.; PIASCLEDINE 300MG 15 CAPS.; AVOSOYA 30 CAPSULES,"Origin: A natural vegetable extract made from one-third avocado oil and two-thirds soybean oil.; What we know: ASU blocks pro-inflammatory chemicals, prevents deterioration of synovial cells (which line the joints) and may help regenerate normal connective tissue.; ; Dosage: Softgel- take 300 mg daily.",https://cdn.chefaa.com/filters:format(webp)/public/uploads/products/piascledine-300-mg-15-cap-4zf1-01678613524.png
Daflon,diosmin,DAFREX 15 F.C.tab.; VASCOMEDRA 600mg 30 F.C.tab.; DIOSMIN 500mg 30 F.C.tab.; DAFLON 500mg 30 F.C. TABS.,"About Diosmins; Bioflavonoid, a semisynthetic phlebotropic drug, Treating hemorrhoids, a vascular-protecting agent.; Mechanism of Action of Diosmins; These are agents used for bleeding disorders involving increased capillary fragility. It normalizes impaired physiological functions.; Indications for Diosmins; 1. Bleeding gums; 2. Epistaxis; 3. Haemorrhoids; 4. Gingivitis; 5. Periodontal conditions",https://cdn.chefaa.com/filters:format(webp)/public/uploads/products/1629880421daflon-500mg-30-tabsjpg
Alkapress,amlodipine,CORONAVINE 5 mg 10 tab.; DIPOTENSIVE 10 mg 10tab.; VASOPINE 5mg 10 tab.; PINAVASC 10mg 10 TABS.; REGCOR 5 MG 10 TAB.; VISCAL 5mg 10 tab.; VASONORM 5mg 10 tab.; REGCOR 10 MG 10 TAB.; CARDIOVASC 10mg 10 tab.; VASONORM 10mg 10 tab.; AMLOWEST 2.5mg 30 tab.; NORTENS 5mg 20 tab.; WINDIPINE 5mg 30 tab.; AMILO 10MG 20 TAB.; AMLODIPINE 10mg 20 tabs.; AMVASC 5mg 30 CAPSULES; AMILO 5mg 30 tab.; AMVASC 10mg 30 CAPSULES; ALKAPRESS 5mg 20 tab.; AMLODIPINE 5mg 30 tab.; MYODURA 5mg 30 tab.; WINDIPINE 10mg 30 tab.; MYODURA 10mg 30 tab.; NORVASC 10mg 15 tab.; ALKAPRESS 10mg 30 tab.; NORVASC 5mg 30 tab.,"About Amlodipine; Calcium Channel Blocker, Anti hypertensive,anti angina.; ; Mechanism of Action of Amlodipine; Amlodipine is a second generation dihydropyridine Ca channel blocker. It exerts it`s antihypertensive, antianginal actions through blocking the influx of Ca ions through voltage gated L-type Ca channels to the peripheral vascular smooth muscle cells, Coronary smooth muscle cells and to the myocardial cells. Thus causes dilatation of vascular endothelium, decrease peripheral resistance, & reduce myocardial oxygen demand .It markedly relax arterioles and milder effects on veins. They do not compromise haemodynamics and cerebral and renal perfusion.; ; Indications for Amlodipine; 1.Hypertension; 2.Prinzmetal`s angina; 3.Stable angina",https://cdn.chefaa.com/filters:format(webp)/public/uploads/products/alkapress-high-blood-pressure-5mg-20tab-bx0c-01665392744.png
Allerfen,fexofenadine,ORGOFEXADINE 120mg Film Coated 10 tab.s; ALLEREX 60 mg 10 F.C. TABS.; LINOFENADINE 180mg 10 scored F.C.tab.; FEXODINE 120MG 10 CAP.; ORGOFEXADINE 180mg 10f.c.tab.; ALERTAM 120mg 10 F.C.tab.; FEXON 120mg 10 F.C.tab.; FEXODINE 30MG/5ML 100 ML ORAL SUSP.; FEXON 30MG/5 ML ORAL SUSP. 100 ML; HISTAFREE 120mg 10 tab.; RAPIDO 120MG 10 CAPS.; ALERTAM 60mg 20 F.C.tab.; FEXOFENADINE-CID 120mg 20 F.C. TABS.; FEXOSTADINE 60 mg 20 TABS.; RAPIDO 180MG 10 CAPS.; SANZALERA 120mg 14 F.C. TAB.; FEXOLERG 180 mg 10 F.C.tabs.; ALLERGYNA 120mg 10 F.C. Tab.; FASTEL 120mg 10 F.C. Tab.; FEXON 180mg 10 F.C.tab.; FEXODINE 180MG 10 CAPS.; FASTEL 30mg/5ml oral 110ml susp.; FASTEL 180mg 10 F.C. tab.; ALERTAM 180mg 10 F.C.tab.; ALLERFEN 60mg 30 F.C.tab.; TELFAST 30MG/5ML SUSP. 100 ML; SANZALERA 180mg 14 F.C. TAB.; ALLERFEN 180mg 20 F.C. TABS.; FASTOFEN 60mg 30 tab.; FASTOFEN 120mg 30 tab.; FASTOFEN 180mg 30 tab.; TELFAST 120mg 20 F.C. tabs.; TELFAST 180mg 20 F.C. tabs.,"About Fexofenadine; Second Generation H1 Antagonist, Antihistamine.; ; Mechanism of Action of Fexofenadine; Fexofenadine blocks one type of peripheral receptor for histamine (the H1 receptor) and thus prevents activation of H1 receptor-containing cells by histamine (Histamine is released from histamine-storing cells (mast cells) and then attaches to other cells that have receptors for histamine. The attachment of the histamine to the receptors causes the cell to be ""activated,"" releasing other chemicals that produce the effects that we associate with allergy, e.g., sneezing.) and the allergic symptoms produced by it.",https://cdn.chefaa.com/filters:format(webp)/public/uploads/products/allerfen-cough-and-allergies-180mg-20tab-qc10-01692087701.png
Septazole,sulphamethoxazole,SUTRIM 10 tab.; CHEMOTRIM 200/40 MG 100ml susp.; CO-TRIMOXAZOLE 20 TABS.; COPRIMASEPT oral 100ml susp.; CO-TRIMOXAZOLE 200/40MG 100ml susp.; CO-TRIMOXAZOLE 200/40MG 120ml susp.; COTRIL FORT 800/160mg 10 tab.; SUTRIM 200/40MG 100ml susp.; SEPTAZOLE 100ml susp.; CHEMOTRIM FORTE 10 tab.; COPRIMASEPT 400/80 MG 20 tab.; COTRIL 400/80mg 20 tab.; SEPTRIN paediatric 200/40 120ml susp.; CHEMOTRIM 400/80MG 20 tabs.; SEPTRIN D.S 10 coated tab.; SUTAPRIM D.S. 10 TABS.; SEPTAZOLE FORTE 800/160MG 20 tab.; SEPTAZOLE 400/80mg 20*10 tab.,"Indication For the treatment bacterial infections causing bronchitis, prostatitis and urinary tract infections.; Mechanism of action Sulfonamides inhibit the enzymatic conversion of pteridine and p-aminobenzoic acid (PABA) to dihydropteroic acid by competing with PABA for binding to dihydrofolate synthetase, an intermediate of tetrahydrofolic acid (THF) synthesis. THF is required for the synthesis of purines and dTMP and inhibition of its synthesis inhibits bacterial growth. Pyrimethamine and trimethoprim inhibit dihydrofolate reductase, another step in THF synthesis, and therefore act synergistically with the sulfonamides.",https://cdn.chefaa.com/filters:format(webp)/public/uploads/products/septazole-10tab-20strips-5zjv-01686774401.png
Femara,letrozole,FEMAPENT 2.5mg 14 F.C. Tab.; LETROZOLE 2.5mg 10 F.C. Tab.; LETROZOL 2.5mg 30 F.C. Tab.; FEMARA 2.5mg 30 F.C. TABS.,"About Letrozole; Non-steroidal Aromatase Inhibitor, Antineoplastic.; ; Mechanism of Action of Letrozole; This aromatase enzyme inhibitor, competitively and reversibly bind to the heme portion of cytochrome P450 unit of aromatase enzyme (which convert the androgens to estrogens) and inhibit its activity.; It causes the reduction in plasma estrogen level and then the growth of estrogen related tumors growth.; ; Indications for Letrozole; 1. Breast cancer especially in post menopausal woman.; 2. Pre-operative treatment in post-menopausal women with localized hormone-receptor-positive breast cancer.; Typical Dosage for Letrozole; Oral-; Adult-; 2.5mg once daily.; ; Contra-indications of Letrozole; 1. Hypersensitivity to the drug and its components; 2. Severe hepatic impairment; 3. Premenopausal woman",https://cdn.chefaa.com/filters:format(webp)/public/uploads/products/femara-2-5-mg-30-tab-opiv-01672765818.png
Selokenzoc,metoprolol tartrate,LOW PRESS 100mg 20 tab.; BETALOC 100mg 20 tab.; CARDITAG XL 200 mg SR 20 f.c.tabs.; SELOKENZOC 50 MG 28 PROLONGED REL. TABS.; SELOKENZOC 25 MG 28 PROLONGED REL. TABS.; SELOKENZOC 100 MG 28 PROLONGED REL. TABS.; SELOKENZOC 200 MG 28 PROLONGED REL. TABS.,"Description; Metoprolol is a cardioselective beta1-adrenergic blocking agent used for acute myocardial infarction (MI), heart failure, angina pectoris and mild to moderate hypertension. It may also be used for supraventricular and tachyarrhythmias and prophylaxis for migraine headaches. Metoprolol is structurally similar to bisoprolol, acebutolol and atenolol in that it has two substituents in the para position of the benzene ring. The beta1-selectivity of these agents is thought to be due in part to the large substituents in the para position. At low doses, metoprolol selectively blocks cardiac beta1-adrenergic receptors with little activity against beta2-adrenergic receptors of the lungs and vascular smooth muscle. Receptor selectivity decreases with higher doses. Unlike propranolol and pindolol, metoprolol does not exhibit membrane-stabilizing or intrinsic sympathomimetic activity.",https://cdn.chefaa.com/filters:format(webp)/public/uploads/products/selokenzoc-high-blood-pressure-50mg-28tab-8awg-01673784034.png
Sinemet,carbidopa,LEVOCAR 100/25mg 10 Tab.; SHATOO 50/200 mg 7 C.R. F.C. TABS.; PARKIDOPA CR controlled release 10tab.; LEVOCAR 250/25 MG 10 tab.; SINEMET 25/250 mg 10 tab.; LEVOCAR 50/200mg CR 10 Tab.; LECARDOPA 275 MG 30 tab.; SINEMET CR 50/200 mg 30 tab.,"About Carbidopa; A noncompetitive DOPA decarboxylase inhibitor, Antidyskinetics, Anti-Parkinson`s Agent.; Mechanism of Action of Carbidopa; Carbidopa inhibits the peripheral decarboxylation of Levodopa and thus slowing its conversion to Dopamine in extra cerebral tissues. This results in an increased availability of Levodopa for transport to the brain and undergoes decarboxylation to Dopamine in the brain. Carbidopa increases the concentration of Levodopa in the brain.; Indications for Carbidopa; 1.Parkinsonism",https://cdn.chefaa.com/filters:format(webp)/public/uploads/products/sinemet-25mg250mg-20tab-ajvi-01686767526.png
Zesperone,risperidone,RISPADEX 30ml syrup; RISIDRONE 1mg 10f.c.tab.; NEROSCHIZ 1mg/ml syrup 30 ML; SCHIZOPERDAL 1mg/ml 30ml syrup.; RISPERIDONE 2mg 10 F.C.tab.; RISIDRONE 3mg 10f.c.tab.; PSYCHODAL 1mg 10 oral Dis.tab.; RISCURE 1mg 20 F.C.tab.; SCHIZODAL 2mg 10 F.C.tab.; PSYCHODAL 2mg 10 oral Dis.tab.; ZESPERONE 2mg 10f.c.tab.; SIGMADONE 3mg 10 tab.; RISPADEX 2mg 30 f.c.tab.; PSYCHODAL 1mg/ml 30ml syrup; RISDAL 4mg 10 F.C.tab.; RISPADEX 1mg/ml 100ml syrup; ZESPERONE 4mg 10f.c.tab.; ITORISPERIDONE 2mg 30 F.C. tabs.; APEXIDONE 0.5mg 30 F.C.tab.; RISCURE 2mg 20 F.C.tab.; RISPADEX 3mg 30 F.C.tab.; APEXIDONE 1mg 20 F.C.tab.; RISDAL 2mg 20 F.C.tab.; APEXIDONE 1mg/ml 100ml syrup; RISCURE 4mg 20 F.C. Tab.; RISPERIDONE 3mg 30f.c.tab.; PSYCHODAL 1mg 30 F.c. Tab.; APEXIDONE 2mg 20 F.C.tab.; ITORISPERIDONE 4mg 30 F.C. tabs.; PSYCHODAL 2mg 30 F.C.tab.; RISPERDAL 1mg/ml Oral solution; PSYCHODAL 3mg 30 F.C.tab.; RISPERDAL 2mg 20 f.c.tab.; APEXIDONE 3mg 30 F.C.tab.; APEXIDONE 4mg 30 F.C.tab.; PSYCHODAL 4mg 30 F.C. Tab.; RISPERDAL 4mg 20 tabs.; RISPERDAL CONSTA 25mg vial; RISPERDAL CONSTA 37.5mg vial,"About Risperidone; Second-Generation Antipsychotic, benzisoxazole derivative, Antimanic, Atypical Antipsychotic.; Mechanism of Action of Risperidone; Risperidone exerts its antipsychotic activity by blocking Dopamine and Serotonin (5HT2) receptors. The drug has antagonistic action on alpha adrenergic and histaminergic receptors. These produce an increase in neurotransmitters concentration and thereby antipsychotic action.; Indications for Risperidone; Psychoses; Interactions for Risperidone; Levodopa : Efficacy of levodopa and dopamine agonists reduced.; Carbamazepine : Chronic administration of carbamazepine may decrease it`s efficacy.; Clozapine : Chronic administration of clozapine may enhance it`s efficacy.",https://cdn.chefaa.com/filters:format(webp)/public/uploads/products/zesperone-4mg-10tab-sqyg-01686068861.png
Zovirax,acyclovir,VIRUSTAT 5% cream 5 GM; ACYCLOVIR 3% eye.oint. 5 GM; ACYCLOVIR 5% topical cream 10 GM; ACYCLOSTAD 5% cream 10 GM; NOVIRUS 200 MG 8 HARD GELATIN CAPS.; ACYCLOVIR 200mg 20tab.; CYCLOVIRAL 800 mg 10tab.; ZOVIRAX 5% topical cream 10 GM; VIRUSTAT 200mg 20 tab.; CYCLOVIRAL 400MG/5ML 100 ML SYRUP; BORGAVIRAX 200mg/5ml 125ml susp.; CYCLOVIRAL 200mg 20 tab.; VIRUSTAT 200MG/5ML SUSP. 120 ML; ZOVIRAX 3% 4.5gram eye.oint.; ZOVIRAX 400mg 10 tab.; VIRUSTAT 400mg 35tab.; LOVIR 400mg 10 tab.; SUPRAVIRAN 250mg I.V vial; VIRUSTAT 800mg 35tab.; ZOVIRAX D.S 400mg/5ml 100ml susp.; ACIVIRAX 800mg 20 tab; ZOVIRAX 250mg I.V. infusion; ACYCLOVIR 400 STADA 35 tab.; ZOVIRAX 500 mg freez dried powder for infusion; ZOVIRAX 200mg/5ml 125ml susp.; ACYCLOVIR 800 STADA 35 tab.; ACICLOVIR MYLAN 250mg vial; ACICLOVIR MYLAN 500mg vial,"(Indications) :; This medication is an antiviral agent, prescribed for herpes simplex, genital herpes, herpes zoster and chickenpox. It slows down the growth and spread of the herpes virus. Acyclovir is also sometimes used to treat eczema herpeticum, herpes infections of the skin, eyes, nose, and mouth in patients with human immunodeficiency virus (HIV) .; ; (Dosage) :; Acute Treatment of Herpes Zoster: 800 mg every 4 hours orally, 5 times daily for 7 to 10 days.; Genital Herpes: Treatment of Initial Genital Herpes: 200 mg every 4 hours, 5 times daily for 10 days.; Chronic Suppressive Therapy for Recurrent Disease: 400 mg 2 times daily for up to 12 months, followed by re-evaluation.; Treatment of Chickenpox: Children (2 years of age and older): 20 mg/kg per dose orally 4 times daily (80 mg/kg/day) for 5 days.; Adults and Children over 40 kg: 800 mg 4 times daily for 5 days.",https://cdn.chefaa.com/filters:format(webp)/public/uploads/products/zovirax-anti-herpes-400mg-10tab-iaz6-01665417967.png
Urivin,atropine sulphate,URIVIN 10 eff. sachets,,https://cdn.chefaa.com/filters:format(webp)/public/uploads/products/1631791290urivin-effervescent-granule-10-sachetsjpg
Patanol,olopatadine,OLOPATANOL 1mg/ml ophthalmic solution; OLOMANSYS 1mg/ml ophthalmic solution; CONJYCLEAR 1mg/ml ophth. soln.; OPHILOCOND 1mg/ml ophth. soln. 5 ML; OLOPAT 1mg/ml ophthalmic solution; PATANERGIC 1mg/ml ophth. sol.; OLOHISTINE 1mg/ml ophthalmic solution; OLOPALITE 1mg/ml ophthalmic solution 5 ML; CONJYCLEAR FORTE 2mg/ml ophthalmic solution; PATANOL 0.1% eye drops.,"About Olopatadine (Eye Pre.); Second Generation H1 Antagonist and mast cell stabilizer, Ophthalmic Antihistaminic.; Indications for Olopatadine (Eye Pre.); Allergic conjunctivitis; Typical Dosage for Olopatadine (Eye Pre.); Apply one drop in each affected eye 2 - 3 times daily.",https://cdn.chefaa.com/filters:format(webp)/public/uploads/products/patanol-0-1-eye-drops-5-ml-e4qt-01667484629.png
Divido,buspirone,NEUROBUS 5mg 10 tab.; ANXBEAT 15 mg 10tab.; NEUROBUS 10mg 10 tab.; SEROPAR 10 mg 10 tab.; EXUPAR 15mg 20 tab.; BUSPALEX 15mg 24 tabs.; BUSPAR 10mg 20 tab.; BUSPAR 15mg 20 DIVIDOSE TABS.,"About Buspirone; Psychotropic drug, serotonin 5-HT1A receptor partial agonist, weak Dopamine (D2) antagonist azaspirodecanediones derivative, Sedative, anxiolytic agent.; ; Mechanism of Action of Buspirone; Buspirone has a partial agonistic action on 5HT1A receptor and it stimulates presynaptic autoreceptors. This will produce a decrease in serotonin neuronal activity. It also has antagonistic action on post synaptic 5HT1A receptor. Buspirone has a weak Dopamine (D2) antagonistic action. Mood elevation may be due to facilitation of noradrenergic system.; ; Indications for Buspirone; Anxiety; ; Typical Dosage for Buspirone; Adult: 15 - 30 mg / day in 3 divided dose; Initial dose: 15 mg / day in 3 divided dose. Dose can be gradually increased in every 3 days. Maximum daily dose: 60 mg / day",https://cdn.chefaa.com/filters:format(webp)/public/uploads/products/divido-pain-reliever-75g-30cap-xwjl-01668171163.png
